city,province,latitude,longitude,population,id
Lac-au-Saumon,Quebec,48.4167,-67.3500,1453,1124759496
Wotton,Quebec,45.7333,-71.8000,1453,1124174332
Prairie Lakes,Manitoba,49.4034,-99.6298,1453,1124001186
Elk Point,Alberta,53.8967,-110.8972,1452,1124622637
St. François Xavier,Manitoba,49.9903,-97.6722,1449,1124001915
Shellbrook,Saskatchewan,53.2167,-106.4000,1444,1124817725
Wemindji,Quebec,53.0440,-78.7384,1444,1124079157
Cape Dorset,Nunavut,64.2237,-76.5405,1441,1124646146
Strong,Ontario,45.7500,-79.4000,1439,1124000578
Nobleford,Alberta,49.8822,-113.0531,1438,1124281605
Lappe,Ontario,48.5693,-89.3573,1434,1124000934
Pointe-aux-Outardes,Quebec,49.0500,-68.4333,1434,1124001253
Rivière-Héva,Quebec,48.2333,-78.2167,1433,1124000406
Scott,Quebec,46.507872396847,-71.0665628160423,1433,1124001254
Godmanchester,Quebec,45.0800,-74.2500,1417,1124000511
Macklin,Saskatchewan,52.3300,-109.9400,1415,1124573046
Armour,Ontario,45.6289,-79.3436,1414,1124000589
Saint-Simon,Quebec,45.7190,-72.8463,1413,1124669265
Tingwick,Quebec,45.8873,-71.9244,1410,1124969542
Saint-Aubert,Quebec,47.1833,-70.2167,1409,1124439130
Saint-Mathieu-du-Parc,Quebec,46.5667,-72.9167,1407,1124001318
Saint-Ubalde,Quebec,46.7500,-72.2667,1403,1124614507
Creighton,Saskatchewan,54.7561,-101.8973,1402,1124000828
Faraday,Ontario,45.0000,-77.9167,1401,1124001991
Berthier-sur-Mer,Quebec,46.9167,-70.7333,1398,1124625020
Bayfield,Ontario,43.5615,-81.6983,1394,1124665510
Frampton,Quebec,46.4667,-70.8000,1393,1124063273
Barrière,British Columbia,51.1803,-120.1261,1391,1124124556
Chute-aux-Outardes,Quebec,49.1167,-68.4000,1391,1124968977
Lions Bay,British Columbia,49.4581,-123.2369,1390,1124001126
New Carlisle,Quebec,48.0167,-65.3333,1388,1124193848
Laird No. 404,Saskatchewan,52.5696,-106.7312,1387,1124001811
Saint-Majorique-de-Grantham,Quebec,45.9333,-72.5833,1384,1124000808
Petitcodiac,New Brunswick,45.9333,-65.1667,1383,1124122911
Canwood No. 494,Saskatchewan,53.4574,-106.7768,1381,1124001486
Wentworth-Nord,Quebec,45.8500,-74.4500,1381,1124001955
Bas Caraquet,New Brunswick,47.8000,-64.8333,1380,1124124817
Two Hills,Alberta,53.7150,-111.7461,1379,1124512958
Sainte-Ursule,Quebec,46.2833,-73.0333,1375,1124000577
Dawson,Yukon,64.0464,-139.3893,1375,1124075766
Nantes,Quebec,45.6333,-71.0333,1374,1124802333
Lac-aux-Sables,Quebec,46.8667,-72.4000,1373,1124691735
Stewiacke,Nova Scotia,45.1422,-63.3483,1373,1124573534
Vaudreuil-sur-le-Lac,Quebec,45.4000,-74.0333,1361,1124001806
Grahamdale,Manitoba,51.4200,-98.3733,1359,1124001918
Upham,New Brunswick,45.5083,-65.6618,1357,1124000748
St.-Charles,Ontario,46.3422,-80.4497,1357,1124428919
Cardwell,New Brunswick,45.7848,-65.3037,1353,1124001428
Amulet,Quebec,48.2938,-79.0274,1350,1124000786
L’Avenir,Quebec,45.7667,-72.3000,1350,1124154040
Hillsborough,New Brunswick,45.9205781884486,-64.650665366647,1348,1124000107
Spiritwood No. 496,Saskatchewan,53.4435,-107.4495,1347,1124001575
Pointe-à-la-Croix,Quebec,48.0167,-66.6833,1344,1124993506
Hérouxville,Quebec,46.6667,-72.6167,1340,1124001698
Weldford,New Brunswick,46.5221,-65.1114,1338,1124000165
Reynolds,Manitoba,49.7678,-95.8842,1338,1124938750
St. Laurent,Manitoba,50.4300,-97.7933,1338,1124303582
L'Isle-aux-Allumettes,Quebec,45.8667,-77.0667,1334,1124001726
Emo,Ontario,48.6333,-93.8333,1333,1124320866
Sainte-Brigide-d'Iberville,Quebec,45.3167,-73.0667,1331,1124015542
Les Éboulements,Quebec,47.4833,-70.3167,1331,1124253187
Smooth Rock Falls,Ontario,49.2833,-81.6333,1330,1124418972
Bruederheim,Alberta,53.8042,-112.9278,1329,1124027946
Oxbow,Saskatchewan,49.2333,-102.1667,1328,1124727899
Telkwa,British Columbia,54.6972,-127.0500,1327,1124000170
Landmark,Manitoba,49.6711,-96.8179,1326,1124000247
Norton,New Brunswick,45.6387,-65.6955,1325,1124362919
Gjoa Haven,Nunavut,68.6448,-95.8912,1324,1124942230
Sainte-Barbe,Quebec,45.1667,-74.2000,1324,1124147367
Mayerthorpe,Alberta,53.9503,-115.1336,1320,1124001053
Ootischenia,British Columbia,49.2916,-117.6323,1320,1124935527
Saint-Louis-du-Ha! Ha!,Quebec,47.6700,-68.9800,1318,1124487645
Taylor,British Columbia,56.1590,-120.6878,1317,1124063816
Powerview-Pine Falls,Manitoba,50.5661,-96.1981,1316,1124001400
Ragueneau,Quebec,49.0667,-68.5333,1314,1124000159
Baie Verte,Newfoundland and Labrador,49.9167,-56.1833,1313,1124727368
Chisholm,Ontario,46.1000,-79.2333,1312,1124000894
Saint-Édouard,Quebec,45.2333,-73.5167,1312,1124689962
Charlo,New Brunswick,48.0000,-66.3200,1310,1124001583
Sorrento,British Columbia,50.8832,-119.4782,1309,1124978509
Burgeo,Newfoundland and Labrador,47.6000,-57.6333,1307,1124034870
Wadena,Saskatchewan,51.9458,-103.8014,1306,1124604550
St-Pierre-Jolys,Manitoba,49.4403,-96.9844,1305,1124001013
Richmond,New Brunswick,46.0776,-67.7248,1303,1124000907
Youbou,British Columbia,48.8562,-124.1731,1302,1124809081
Swan Hills,Alberta,54.7106,-115.4133,1301,1124000651
Wilkie,Saskatchewan,52.4167,-108.7000,1301,1124926813
Saint-Léonard,New Brunswick,47.1625,-67.9250,1300,1124194436
Rivière-Bleue,Quebec,47.4333,-69.0500,1299,1124592122
Noyan,Quebec,45.0667,-73.3000,1297,1124781949
Notre-Dame-du-Portage,Quebec,47.7667,-69.6167,1296,1124956445
Ile-à-la-Crosse,Saskatchewan,55.4500,-107.8833,1296,1124359869
Saint-Hugues,Quebec,45.8000,-72.8667,1292,1124983381
Sainte-Anne-du-Sault,Quebec,46.1733,-72.1415,1290,1124001314
La Conception,Quebec,46.1500,-74.7000,1287,1124175484
Vauxhall,Alberta,50.0689,-112.0975,1286,1124148360
Lamèque,New Brunswick,47.7925,-64.6532,1285,1124209362
Arborg,Manitoba,50.9075,-97.2182,1279,1124353392
Estevan No. 5,Saskatchewan,49.1308,-103.0126,1279,1124000725
Thessalon,Ontario,46.2500,-83.5500,1279,1124087342
L'Isle-aux-Coudres,Quebec,47.4000,-70.3833,1279,1124001681
Lanigan,Saskatchewan,51.8500,-105.0333,1277,1124052623
Elton,Manitoba,49.9750,-99.8658,1276,1124000871
Bowden,Alberta,51.9306,-114.0256,1275,1124945470
South Qu'Appelle No. 157,Saskatchewan,50.5389,-104.0141,1275,1124001385
Conestogo,Ontario,43.5441,-80.4997,1272,1124566995
Rosser,Manitoba,49.9900,-97.4592,1270,1124001581
Sainte-Lucie-des-Laurentides,Quebec,46.1300,-74.1800,1269,1124001146
Saint-Alexis,Quebec,45.9333,-73.6167,1267,1124001453
Roxton Falls,Quebec,45.5667,-72.5167,1265,1124901453
Montcalm,Manitoba,49.1775,-97.3247,1260,1124000100
Irishtown-Summerside,Newfoundland and Labrador,48.9833,-57.9500,1260,1124000307
Clarendon,Quebec,45.6500,-76.5167,1256,1124000922
Mervin No. 499,Saskatchewan,53.5455,-108.8762,1256,1124001677
Saint-Ludger,Quebec,45.7500,-70.7000,1255,1124281144
Coldwell,Manitoba,50.6389,-98.0417,1254,1124001845
Musquash,New Brunswick,45.1836,-66.3514,1253,1124987756
Racine,Quebec,45.5000,-72.2500,1252,1124253350
Osler,Saskatchewan,52.3700,-106.5400,1251,1124000037
Saint-Zénon,Quebec,46.5500,-73.8167,1250,1124443019
Saint-Armand,Quebec,45.0333,-73.0500,1248,1124958164
Saint-Édouard-de-Lotbinière,Quebec,46.5667,-71.8333,1248,1124001130
Alonsa,Manitoba,50.9794,-99.0796,1247,1124385753
Saint-Arsène,Quebec,47.9167,-69.4333,1245,1124482227
Listuguj,Quebec,48.0609,-66.7491,1241,1124001828
St. Joseph,Ontario,46.2667,-84.0000,1240,1124001430
Queensbury,New Brunswick,45.9918,-67.0632,1237,1124001691
Saint-Hubert-de-Rivière-du-Loup,Quebec,47.8167,-69.1500,1235,1124000191
Saint-Jude,Quebec,45.7667,-72.9833,1235,1124510808
La Minerve,Quebec,46.2500,-74.9333,1234,1124869065
Trécesson,Quebec,48.6500,-78.3167,1232,1124000493
Legal,Alberta,53.9492,-113.5950,1232,1124819805
Moonbeam,Ontario,49.3500,-82.1500,1231,1124775223
Notre-Dame-des-Pins,Quebec,46.1833,-70.7167,1227,1124000253
Saint-Alban,Quebec,46.7167,-72.0833,1225,1124839435
Saint-Pierre-les-Becquets,Quebec,46.5000,-72.2000,1223,1124957722
Beaver River,Saskatchewan,54.3531,-109.5575,1216,1124717040
Labrecque,Quebec,48.6667,-71.5333,1215,1124000362
Claremont,Ontario,43.9741,-79.1316,1215,1124327632
New Bandon,New Brunswick,47.6912,-65.2900,1214,1124001513
Sainte-Hénédine,Quebec,46.5500,-70.9833,1212,1124771909
L'Anse-Saint-Jean,Quebec,48.2333,-70.2000,1208,1124155071
Moose Jaw No. 161,Saskatchewan,50.4433,-105.5091,1207,1124000515
Bassano,Alberta,50.7833,-112.4667,1206,1124776374
Parrsboro,Nova Scotia,45.3998,-64.3312,1205,1124877589
St. George's,Newfoundland and Labrador,48.4275,-58.4778,1203,1124178262
Fort Simpson,Northwest Territories,61.8082,-121.3199,1202,1124669512
Akwesasne,Quebec,45.0155,-74.5769,1202,1124000436
Ignace,Ontario,49.4167,-91.6667,1202,1124972211
Teulon,Manitoba,50.3858,-97.2611,1201,1124616630
Peel,New Brunswick,46.4058,-67.5278,1196,1124771409
Miltonvale Park,Prince Edward Island,46.3180,-63.2370,1196,1124001949
St. Lawrence,Newfoundland and Labrador,46.9244,-55.3928,1192,1124645666
Oxford,Nova Scotia,45.7306,-63.8733,1190,1124455847
Minto-Odanah,Manitoba,50.2406,-99.8056,1189,1124001517
Saint-Valère,Quebec,46.0667,-72.1000,1188,1124182292
St. Alban's,Newfoundland and Labrador,47.8753,-55.8414,1186,1124613667
Kaleden,British Columbia,49.3926,-119.5955,1186,1124001071
Saint James,New Brunswick,45.3822,-67.3427,1186,1124001675
Saint-Norbert-d'Arthabaska,Quebec,46.1000,-71.8167,1185,1124000467
Manning,Alberta,56.9142,-117.6272,1183,1124001357
Glenella-Lansdowne,Manitoba,50.4163,-99.2097,1181,1124001185
Saint-Hilarion,Quebec,47.5667,-70.4000,1181,1124375343
Saint-Modeste,Quebec,47.8333,-69.4000,1180,1124591131
Saint-Siméon,Quebec,48.0667,-65.5667,1179,1124797465
Saint-Barnabé,Quebec,46.4000,-72.8833,1179,1124760889
Irricana,Alberta,51.3189,-113.6106,1179,1124968867
Saint Martins,New Brunswick,45.4563,-65.4395,1177,1124001010
Two Borders,Manitoba,49.2668,-101.1124,1175,1124001678
Bury,Quebec,45.4667,-71.5000,1174,1124643055
Lac-Bouchette,Quebec,48.2500,-72.1800,1174,1124365485
Saint-Lazare-de-Bellechasse,Quebec,46.6500,-70.8000,1172,1124054719
Saint-Michel-du-Squatec,Quebec,47.8800,-68.7200,1171,1124190334
Saint-Joachim-de-Shefford,Quebec,45.4500,-72.5333,1171,1124777025
Grand-Remous,Quebec,46.6167,-75.9000,1168,1124917091
Saint-Gabriel-de-Rimouski,Quebec,48.4209,-68.1791,1167,1124766556
Armstrong,Ontario,47.7083,-79.8250,1166,1124000411
Rogersville,New Brunswick,46.7167,-65.4167,1166,1124369581
Langenburg,Saskatchewan,50.8333,-101.7000,1165,1124335442
Sainte-Marie-Salomé,Quebec,45.9333,-73.5000,1164,1124001034
Saint-Cyprien,Quebec,47.9000,-69.0167,1163,1124986836
Centreville,Nova Scotia,45.1300,-64.5224,1159,1124795742
Maidstone,Saskatchewan,53.0920,-109.2940,1156,1124537085
Très-Saint-Sacrement,Quebec,45.1833,-73.8500,1155,1124001118
Hillsburgh,Ontario,43.7914,-80.1354,1152,1124258378
McAdam,New Brunswick,45.5944,-67.3258,1151,1124054455
Newcastle,New Brunswick,47.1725,-65.5551,1149,1124367015
Saints-Anges,Quebec,46.4167,-70.8833,1149,1124749056
Saint-Urbain-Premier,Quebec,45.2200,-73.7300,1148,1124927145
Centreville-Wareham-Trinity,Newfoundland and Labrador,48.9879,-53.9069,1147,1124000332
Alberton,Prince Edward Island,46.8167,-64.0667,1145,1124792801
Winnipeg Beach,Manitoba,50.5058,-96.9742,1145,1124001121
Sainte-Agathe-de-Lotbinière,Quebec,46.3833,-71.4167,1145,1124003470
Salmo,British Columbia,49.1942,-117.2778,1141,1124411651
Kipling,Saskatchewan,50.1015,-102.6324,1140,1124000823
Sagamok,Ontario,46.1529,-82.2072,1140,1124001822
Grande-Vallée,Quebec,49.2167,-65.1333,1137,1124608975
Bertrand,New Brunswick,47.7622,-65.0686,1137,1124001809
Mont-Carmel,Quebec,47.4397,-69.8586,1136,1124064864
Victoria,Manitoba,49.6644,-98.9153,1132,1124000196
Saint-Eugène,Quebec,45.8000,-72.7000,1131,1124834014
Notre-Dame-des-Neiges,Quebec,48.1167,-69.1667,1129,1124000518
Saint-André,New Brunswick,47.1392,-67.7444,1129,1124000931
Roland,Manitoba,49.3547,-97.8997,1129,1124796797
Saint-Léon-de-Standon,Quebec,46.4833,-70.6167,1128,1124297826
Hensall,Ontario,43.4345,-81.5040,1126,1124762629
Carnduff,Saskatchewan,49.1670,-101.7830,1126,1124238691
Greenwich,New Brunswick,45.5112,-66.1229,1126,1124001377
Carling,Ontario,45.4333,-80.2167,1125,1124000522
Eckville,Alberta,52.3622,-114.3614,1125,1124000793
Nain,Newfoundland and Labrador,56.5422,-61.6928,1125,1124719084
Foam Lake,Saskatchewan,51.6500,-103.5333,1123,1124751136
Sayabec,Quebec,48.5667,-67.6833,1122,1124175872
Laird,Ontario,46.3833,-84.0667,1121,1124000662
Sainte-Sabine,Quebec,45.2333,-73.0167,1120,1124001836
Tara,Ontario,44.4793,-81.1445,1119,1124001864
Saint-Maxime-du-Mont-Louis,Quebec,49.2333,-65.7333,1118,1124000029
Blanc-Sablon,Quebec,51.4167,-57.1333,1118,1124785666
Cobalt,Ontario,47.4000,-79.6833,1118,1124248298
South River,Ontario,45.8417,-79.3750,1114,1124154548
Hudson Bay No. 394,Saskatchewan,53.0295,-102.3122,1114,1124001694
Waldheim,Saskatchewan,52.6500,-106.6167,1113,1124273730
McKellar,Ontario,45.4833,-79.8500,1111,1124000057
Buffalo Narrows,Saskatchewan,55.8769,-108.5244,1110,1124766743
Ayer’s Cliff,Quebec,45.1667,-72.0500,1109,1124916439
Les Méchins,Quebec,49.0000,-66.9833,1107,1124540316
Sainte-Marguerite,Quebec,46.5167,-70.9333,1107,1124041972
Saint-Claude,Quebec,45.6667,-71.9833,1106,1124525083
Air Ronge,Saskatchewan,55.0872,-105.3318,1106,1124001996
Chipman,New Brunswick,46.1710,-65.8840,1104,1124551016
Weyburn No. 67,Saskatchewan,49.6535,-103.8348,1103,1124000632
Alberta Beach,Alberta,53.6767,-114.3500,1103,1124000690
Sainte-Jeanne-d'Arc,Quebec,48.8575,-72.0939,1101,1124001392
Sainte-Félicité,Quebec,48.9000,-67.3333,1100,1124831574
Girardville,Quebec,49.0000,-72.5500,1100,1124315247
Saint-Bruno-de-Guigues,Quebec,47.4667,-79.4333,1100,1124052468
Grenfell,Saskatchewan,50.4167,-102.9167,1099,1124603747
South Algonquin,Ontario,45.4967,-78.0239,1096,1124001032
Upton,Quebec,45.6500,-72.6833,1092,1124955599
Saint-Narcisse-de-Beaurivage,Quebec,46.4833,-71.2333,1091,1124000086
Plaisance,Quebec,45.6167,-75.1167,1088,1124858477
Roxton-Sud,Quebec,45.5521,-72.5265,1086,1124174410
St. Louis No. 431,Saskatchewan,52.8277,-105.7873,1086,1124000136
Noonan,New Brunswick,45.9544,-66.4868,1086,1124001109
Duchess,Alberta,50.7333,-111.9000,1085,1124156956
Saint-Frédéric,Quebec,46.3000,-70.9667,1085,1124436339
Saint-Narcisse-de-Rimouski,Quebec,48.2800,-68.4300,1084,1124000363
Atholville,New Brunswick,47.9818511106651,-66.714689041714,1084,1124001302
Viking,Alberta,53.0953,-111.7769,1083,1124502081
Sioux Narrows-Nestor Falls,Ontario,49.4000,-94.0800,1082,1124000587
Repulse Bay,Nunavut,66.5628,-86.3186,1082,1124398936
Saint-Patrice-de-Beaurivage,Quebec,46.4167,-71.2333,1080,1124097931
Bentley,Alberta,52.4667,-114.0500,1078,1124340912
Durham,New Brunswick,47.7631,-66.0849,1076,1124000804
Sainte-Marthe,Quebec,45.4000,-74.3000,1075,1124191744
Notre-Dame-du-Nord,Quebec,47.6000,-79.4833,1075,1124408692
Beachburg,Ontario,45.7303,-76.8559,1074,1124185620
Pinehouse,Saskatchewan,55.5136,-106.5986,1074,1124001604
Saint-Aimé-des-Lacs,Quebec,47.6833,-70.3000,1073,1124001325
Wedgeport,Nova Scotia,43.7323,-65.9797,1071,1124599537
Lac-Drolet,Quebec,45.7200,-70.8500,1071,1124120357
Preeceville,Saskatchewan,51.9580,-102.6673,1070,1124064523
Maple Creek No. 111,Saskatchewan,49.8044,-109.6508,1068,1124000783
Harbour Main-Chapel's Cove-Lakeview,Newfoundland and Labrador,47.4337,-53.1458,1067,1124000035
Coleraine,Quebec,45.9649,-71.3734,1067,1124793029
Birch Hills,Saskatchewan,52.9833,-105.4333,1066,1124520497
Saint-Bonaventure,Quebec,45.9667,-72.6833,1066,1124324069
Saint-Wenceslas,Quebec,46.1667,-72.3333,1064,1124947290
Kerrobert,Saskatchewan,51.9200,-109.1272,1061,1124941446
Havelock,New Brunswick,45.9523,-65.3885,1061,1124740292
Eston,Saskatchewan,51.1500,-108.7500,1061,1124212993
Sainte-Geneviève-de-Batiscan,Quebec,46.5333,-72.3333,1060,1124685530
Saint-Justin,Quebec,46.2500,-73.0833,1060,1124449723
Saint-Norbert,Quebec,46.1667,-73.3167,1059,1124000928
Schreiber,Ontario,48.8167,-87.2667,1059,1124663303
Trochu,Alberta,51.8236,-113.2328,1058,1124642144
Botsford,New Brunswick,46.1145,-63.9804,1058,1124000452
Riviere-Ouelle,Quebec,47.4333,-70.0167,1058,1124401890
Stukely-Sud,Quebec,45.3167,-72.4167,1058,1124476796
Saint-Georges-de-Clarenceville,Quebec,45.0667,-73.2500,1056,1124963246
Plantagenet,Ontario,45.5321,-74.9956,1056,1124496473
Sainte-Thérèse-de-Gaspé,Quebec,48.4167,-64.4167,1055,1124000271
Sainte-Pétronille,Quebec,46.8500,-71.1333,1055,1124000628
Desbiens,Quebec,48.4167,-71.9500,1053,1124443927
Clyde River,Nunavut,70.4632,-68.4822,1053,1124801172
La Macaza,Quebec,46.3667,-74.7667,1053,1124760668
Souris,Prince Edward Island,46.3554,-62.2542,1053,1124838959
Kindersley No. 290,Saskatchewan,51.4894,-109.0979,1049,1124000416
Falher,Alberta,55.7372,-117.2014,1047,1124001263
Saint-Vallier,Quebec,46.8833,-70.8167,1046,1124440624
Melita,Manitoba,49.2681,-100.9958,1042,1124113199
Davidson,Saskatchewan,51.2667,-105.9667,1039,1124057902
Bristol,Quebec,45.5333,-76.4667,1036,1124215672
Mahone Bay,Nova Scotia,44.4489,-64.3819,1036,1124406380
Saint-Sylvestre,Quebec,46.3667,-71.2333,1035,1124754541
Taloyoak,Nunavut,69.5554,-93.4972,1029,1124099415
Onoway,Alberta,53.7011,-114.1981,1029,1124983122
Saint-Stanislas,Quebec,46.6167,-72.4000,1029,1124711165
Battle River No. 438,Saskatchewan,52.7343,-108.4452,1029,1124001521
Malpeque,Prince Edward Island,46.5000,-63.6667,1029,1124663926
Longue-Rive,Quebec,48.5500,-69.2500,1026,1124001270
Argyle,Manitoba,49.3697,-99.1506,1025,1124001193
Delisle,Saskatchewan,51.9254,-107.1333,1024,1124184784
Plaster Rock,New Brunswick,46.8833,-67.3833,1023,1124983558
Wilmot,New Brunswick,46.3463,-67.7099,1022,1124000939
Valemount,British Columbia,52.8284,-119.2659,1021,1124899599
Saint-Léonard-de-Portneuf,Quebec,46.8833,-71.9167,1019,1124001565
Longlaketon No. 219,Saskatchewan,50.9386,-104.6913,1016,1124000772
Papineau-Cameron,Ontario,46.3000,-78.7333,1016,1124000867
Assiginack,Ontario,45.7333,-81.8000,1013,1124000091
Brébeuf,Quebec,46.0667,-74.6667,1012,1124001084
Hudson Hope,British Columbia,56.0316,-121.9057,1012,1124260692
Baie-du-Febvre,Quebec,46.1300,-72.7200,1010,1124218916
Durham-Sud,Quebec,45.6667,-72.3333,1008,1124105436
Melbourne,Quebec,45.5800,-72.1700,1004,1124850489
Nipawin No. 487,Saskatchewan,53.2881,-104.0544,1004,1124001339
Duck Lake No. 463,Saskatchewan,52.9596,-106.2089,1004,1124001661
Oyen,Alberta,51.3522,-110.4739,1001,1124000494
Gravelbourg,Saskatchewan,49.8740,-106.5550,986,1124409900
Lajord No. 128,Saskatchewan,50.1965,-104.2507,985,1124000590
Hébertville,Quebec,48.3908095949458,-71.6819728261466,981,1124293093
Lorrainville,Quebec,47.3542299036518,-79.3520914698444,977,1124001976
Prince,Ontario,46.5333,-84.5000,975,1124000733
Athens,Ontario,44.6250,-75.9500,974,1124291343
Saint-René-de-Matane,Quebec,48.7000,-67.3833,961,1124000167
Eastman,Quebec,45.2968981712764,-72.3055222480217,961,1124001358
Kugluktuk,Nunavut,67.823848117453,-115.099088952782,956,1124349489
Kedgwick,New Brunswick,47.6456,-67.3431,953,1124759374
Wemotaci,Quebec,47.9024818814051,-73.7817090155559,950,1124001294
Cookshire,Quebec,45.4121611599823,-71.6161136717221,950,1124895156
Dorchester,New Brunswick,45.9016,-64.5161,906,1124001021
Fortune,Newfoundland and Labrador,47.0722112118505,-55.8243165856721,894,1124546267
Hamiota,Manitoba,50.1964,-100.6342,856,1124139264
Gillam,Manitoba,56.3489179571208,-94.7111288476739,836,1124560722
Grand View,Manitoba,51.1550,-100.7892,808,1124791401
Dildo,Newfoundland and Labrador,47.5685,-53.5471,803,1124396361
Laurierville,Quebec,46.3000,-71.6500,701,1124864029
Ripon,Quebec,45.7833,-75.1000,684,1124368199
Henryville,Quebec,45.1333,-73.1833,655,1124175333
Gracefield,Quebec,46.0926321848593,-76.0513883182302,620,1124000820
Chatsworth,Ontario,44.3800,-80.8700,560,1124525225
McCreary,Manitoba,50.7494,-99.4850,497,1124852381
Yamaska-Est,Quebec,46.0000,-72.9200,490,1124187626
Rossburn,Manitoba,50.7272,-100.7408,489,1124628261
Rothesay,New Brunswick,45.3995696420244,-65.8776221957435,342,1124211328
Ethelbert,Manitoba,51.5364,-100.4981,314,1124793190
Frelighsburg,Quebec,45.0547772061142,-72.8416732377738,285,1124000101
Magnetawan,Ontario,45.6667,-79.6333,268,1124537839
